CustomerID,Recency,Frequency,Monetary,Cluster
C141652,1,1,2700.7200000000003,1
C141655,914,1,2400.68,0
C141657,879,1,1200.32,0
C141664,660,1,11.73,3
C141669,879,1,5.23,0
C141685,911,1,300.08,0
C141690,669,1,4200.0,3
C141694,756,1,1200.32,3
C141697,700,1,162.64,3
C141708,944,1,1200.32,0
C141726,782,1,40.66,0
C141756,965,1,15004.25,2
C141773,1059,1,2700.7200000000003,0
C141785,580,1,105.57,3
C141789,723,1,35.84,3
C141802,397,1,20.92,1
C141806,999,1,15004.25,2
C141816,541,1,322.56,3
C141831,965,1,4801.28,0
C141843,700,1,2700.7200000000003,3
C141850,2,1,896.0,1
C141851,547,1,1050.0,3
C141855,184,1,83.68,1
C141858,724,1,143.36,3
C141864,577,1,7502.0,3
C141886,155,1,300.08,1
C141887,608,1,5.23,3
C141891,386,1,2700.7200000000003,1
C141904,448,1,2700.7200000000003,1
C141912,516,1,9450.0,2
C141923,844,1,130.75,0
C141930,479,1,40.66,3
C141931,511,1,4801.28,3
C141941,908,1,7502.0,0
C141954,454,1,40.66,1
C141965,542,1,322.56,3
C141973,387,1,300.08,1
C141976,305,1,650.56,1
C141979,215,1,15.15,1
C141987,246,1,83.68,1
C141995,635,1,300.08,3
C142000,388,1,15004.25,2
C142020,691,1,378.75,3
C142021,479,1,300.08,3
C142024,690,1,600.17,3
C142026,941,1,896.0,0
C142037,305,1,1016.5,1
C142040,1056,1,143.36,0
C142048,124,1,20.92,1
C142058,183,1,365.94,1
C142063,881,1,11.73,0
C142081,939,1,365.94,0
C142083,484,1,5.23,3
C142092,424,1,105.57,1
C142096,971,1,47.07,0
C142101,573,1,1200.32,3
C142109,153,1,5.23,1
C142116,757,1,5.23,3
C142117,604,1,7502.0,3
C142119,700,1,136.35000000000002,3
C142130,815,1,20.92,0
C142131,1002,1,2700.7200000000003,0
C142142,1002,1,105.57,0
C142147,697,1,7502.0,3
C142151,576,1,15004.25,2
C142166,184,1,1200.32,1
C142176,305,1,1200.32,1
C142181,700,1,650.56,3
C142187,427,1,16800.0,2
C142191,904,1,5401.53,0
C142208,662,1,5.23,3
C142209,1064,1,5.23,0
C142210,393,1,365.94,1
C142211,692,1,300.08,3
C142222,154,1,4801.28,1
C142226,155,1,83.68,1
C142237,183,1,7502.0,1
C142248,215,1,2700.7200000000003,1
C142258,722,1,130.75,3
C142264,783,1,2400.68,0
C142273,601,1,1200.32,3
C142283,938,1,5.23,0
C142293,758,1,130.75,3
C142309,642,1,7502.0,3
C142322,885,1,7502.0,0
C142332,876,1,9450.0,2
C142335,418,1,242.4,1
C142344,730,1,40.66,3
C142345,122,1,40.66,1
C142352,611,1,40.66,3
C142357,756,1,2700.7200000000003,3
C142365,245,1,40.66,1
C142367,2,1,20.92,1
C142370,637,1,300.08,3
C142372,336,1,650.56,1
C142379,759,1,1200.32,3
C142382,394,1,1016.5,1
C142389,660,1,15004.25,2
C142396,725,1,322.56,3
C142399,245,1,896.0,1
C142409,846,1,162.64,0
C142416,853,1,15.15,0
C142432,818,1,1050.0,0
C142444,945,1,35.84,0
C142446,662,1,16800.0,2
C142448,909,1,5401.53,0
C142472,577,1,2700.7200000000003,3
C142489,31,1,365.94,1
C142506,479,1,1200.32,3
C142514,730,1,187.68,3
C142523,511,1,322.56,3
C142527,549,1,242.4,3
C142549,726,1,4200.0,3
C142552,547,1,1200.32,3
C142565,850,1,7502.0,0
C142572,908,1,322.56,0
C142586,698,1,7502.0,3
C142596,659,1,15.15,3
C142610,540,1,40.66,3
C142612,1002,1,143.36,0
C142616,823,1,1200.32,0
C142621,788,1,2700.7200000000003,0
C142638,2,1,322.56,1
C142639,548,1,7502.0,3
C142641,604,1,5401.53,3
C142643,660,1,35.84,3
C142672,573,1,15004.25,2
C142681,731,1,2700.7200000000003,3
C142684,754,1,20.92,3
C142686,729,1,40.66,3
C142699,420,1,4801.28,1
C142701,759,1,4801.28,3
C142702,664,1,40.66,3
C142705,1007,1,5401.53,0
C142708,458,1,322.56,1
C142736,357,1,187.68,1
C142738,722,1,40.66,3
C142756,728,1,105.57,3
C142775,395,1,7502.0,1
C142784,393,1,1050.0,1
C142785,546,1,20.92,3
C142790,967,1,1050.0,0
C142791,695,1,573.44,3
C142794,1027,1,365.94,0
C142806,726,1,7502.0,3
C142814,998,1,130.75,0
C142815,334,1,60.6,1
C142817,816,1,2700.7200000000003,0
C142818,1064,1,20.92,0
C142820,153,1,1200.32,1
C142822,724,1,2700.7200000000003,3
C142836,184,1,2700.7200000000003,1
C142853,757,1,9602.72,2
C142854,392,1,60.6,1
C142855,784,1,4801.28,0
C142858,389,1,1016.5,1
C142865,1032,1,378.75,0
C142886,665,1,60.6,3
C142891,817,1,2700.7200000000003,0
C142897,784,1,130.75,0
C142906,665,1,2700.7200000000003,3
C142925,388,1,378.75,1
C142934,847,1,1200.32,0
C142935,607,1,365.94,3
C142936,793,1,300.08,0
C142943,783,1,300.08,0
C142944,484,1,4801.28,3
C142971,726,1,1200.32,3
C142980,448,1,573.44,1
C142982,336,1,105.57,1
C142990,730,1,1016.5,3
C143001,334,1,7502.0,1
C143009,754,1,7502.0,3
C143013,364,1,1200.32,1
C143017,725,1,365.94,3
C143019,876,1,300.08,0
C143027,334,1,7502.0,1
C143035,912,1,573.44,0
C143042,604,1,1016.5,3
C143047,275,1,136.35000000000002,1
C143048,940,1,650.56,0
C143052,516,1,9450.0,2
C143053,942,1,1016.5,0
C143054,936,1,2700.7200000000003,0
C143065,818,1,83.68,0
C143080,1055,1,15004.25,2
C143103,513,1,7502.0,3
C143108,751,1,1016.5,3
C143113,972,1,130.75,0
C143115,541,1,896.0,3
C143119,661,1,650.56,3
C143132,996,1,1016.5,0
C143145,518,1,4200.0,3
C143152,642,1,2700.7200000000003,3
C143156,571,1,20.92,3
C143202,391,1,7502.0,1
C143213,726,1,5.23,3
C143216,395,1,7502.0,1
C143217,883,1,4801.28,0
C143231,1063,1,60.6,0
C143236,1004,1,130.75,0
C143243,359,1,573.44,1
C143248,854,1,35.84,0
C143260,633,1,242.4,3
C143262,366,1,1200.32,1
C143272,1029,1,4801.28,0
C143273,1004,1,242.4,0
C143274,973,1,4801.28,0
C143280,637,1,105.57,3
C143282,478,1,2700.7200000000003,3
C143290,968,1,1200.32,0
C143294,362,1,573.44,1
C143305,215,1,162.64,1
C143335,909,1,300.08,0
C143351,454,1,7502.0,1
C143379,546,1,35.84,3
C143382,637,1,83.68,3
C143387,1033,1,1200.32,0
C143388,821,1,5.23,0
C143389,914,1,9602.72,2
C143408,940,1,15004.25,2
C143415,1006,1,40.66,0
C143416,1062,1,300.08,0
C143418,666,1,9450.0,2
C143419,943,1,9602.72,2
C143422,546,1,136.35000000000002,3
C143442,394,1,293.25,1
C143444,418,1,650.56,1
C143451,365,1,35.84,1
C143456,725,1,20.92,3
C143460,661,1,293.25,3
C143464,1027,1,60.6,0
C143467,849,1,130.75,0
C143470,700,1,9450.0,2
C143471,154,1,1016.5,1
C143476,421,1,2400.68,1
C143493,573,1,1200.32,3
C143502,458,1,47.07,1
C143504,697,1,600.17,3
C143511,968,1,143.36,0
C143512,423,1,1200.32,1
C143523,366,1,322.56,1
C143526,1007,1,1200.32,0
C143533,782,1,2700.7200000000003,0
C143536,755,1,83.68,3
C143541,845,1,1050.0,0
C143544,391,1,7502.0,1
C143582,665,1,83.68,3
C143586,817,1,162.64,0
C143597,638,1,105.57,3
C143604,997,1,2700.7200000000003,0
C143606,580,1,650.56,3
C143609,610,1,2700.7200000000003,3
C143610,303,1,293.25,1
C143618,1063,1,365.94,0
C143623,549,1,4801.28,3
C143628,875,1,162.64,0
C143638,453,1,365.94,1
C143639,1007,1,1016.5,0
C143665,635,1,105.57,3
C143678,783,1,5.23,0
C143686,692,1,242.4,3
C143687,359,1,7502.0,1
C143697,754,1,2700.7200000000003,3
C143700,662,1,5401.53,3
C143703,882,1,650.56,0
C143717,937,1,7502.0,0
C143722,417,1,300.08,1
C143726,392,1,242.4,1
C143741,481,1,1200.32,3
C143751,602,1,15004.25,2
C143752,914,1,365.94,0
C143758,785,1,4801.28,0
C143759,848,1,7502.0,0
C143768,732,1,16800.0,2
C143773,786,1,26250.0,2
C143785,549,1,40.66,3
C143807,904,1,300.08,0
C143811,853,1,162.64,0
C143820,426,1,40.66,1
C143821,819,1,573.44,0
C143826,844,1,1200.32,0
C143842,549,1,162.64,3
C143850,906,1,35.84,0
C143852,546,1,60.6,3
C143855,483,1,322.56,3
C143857,879,1,2700.7200000000003,0
C143862,356,1,105.57,1
C143870,730,1,5.23,3
C143872,967,1,650.56,0
C143889,696,1,300.08,3
C143896,363,1,83.68,1
C143909,92,1,130.75,1
C143935,697,1,4801.28,3
C143959,700,1,2700.7200000000003,3
C143965,1057,1,7502.0,0
C143989,663,1,7502.0,3
C143991,723,1,7502.0,3
C144003,519,1,35.84,3
C144006,636,1,1200.32,3
C144015,422,1,896.0,1
C144023,659,1,7502.0,3
C144026,512,1,83.68,3
C144030,723,1,322.56,3
C144048,540,1,573.44,3
C144066,486,1,83.68,3
C144069,1035,1,300.08,0
C144073,1061,1,35.84,0
C144077,303,1,40.66,1
C144084,815,1,365.94,0
C144089,668,1,300.08,3
C144123,1005,1,2700.7200000000003,0
C144139,545,1,4801.28,3
C144147,480,1,5.23,3
C144154,666,1,1200.32,3
C144155,422,1,9602.72,2
C144163,482,1,650.56,3
C144169,1056,1,15004.25,2
C144172,518,1,650.56,3
C144173,122,1,600.17,1
C144178,697,1,1200.32,3
C144181,607,1,573.44,3
C144186,815,1,4801.28,0
C144192,913,1,9602.72,2
C144203,1007,1,35.84,0
C144210,915,1,7502.0,0
C144213,638,1,300.08,3
C144214,793,1,242.4,0
C144215,486,1,7502.0,1
C144218,728,1,130.75,3
C144219,389,1,896.0,1
C144220,752,1,300.08,3
C144224,813,1,650.56,0
C144227,391,1,83.68,1
C144234,640,1,7502.0,3
C144242,852,1,20.92,0
C144277,483,1,7502.0,1
C144278,787,1,322.56,0
C144280,698,1,5401.53,3
C144285,511,1,242.4,3
C144287,879,1,1200.32,0
C144290,821,1,47.07,0
C144291,698,1,20.92,3
C144302,454,1,9602.72,2
C144329,937,1,7502.0,0
C144334,455,1,1016.5,1
C144338,367,1,7502.0,1
C144342,721,1,7502.0,3
C144360,783,1,143.36,0
C144386,570,1,4801.28,3
C144391,882,1,9602.72,2
C144398,640,1,20.92,3
C144400,1028,1,1200.32,0
C144402,908,1,2700.7200000000003,0
C144426,305,1,7502.0,1
C144431,543,1,2400.68,3
C144432,485,1,300.08,3
C144437,303,1,378.75,1
C144440,967,1,7502.0,0
C144445,642,1,1200.32,3
C144451,390,1,15004.25,2
C144452,334,1,322.56,1
C144454,548,1,2700.7200000000003,3
C144455,820,1,105.57,0
C144456,123,1,130.75,1
C144463,758,1,7502.0,3
C144469,636,1,60.6,3
C144471,974,1,7502.0,0
C144474,696,1,4801.28,3
C144477,452,1,16800.0,2
C144490,997,1,1200.32,0
C144494,600,1,47.07,3
C144515,336,1,7502.0,1
C144525,845,1,7502.0,0
C144532,661,1,4801.28,3
C144541,812,1,1200.32,0
C144542,753,1,162.64,3
C144548,848,1,2400.68,0
C144558,1035,1,130.75,0
C144578,1025,1,5401.53,0
C144580,937,1,4801.28,0
C144581,751,1,162.64,3
C144582,972,1,573.44,0
C144587,756,1,600.17,3
C144595,519,1,16800.0,2
C144603,485,1,7502.0,1
C144610,426,1,7502.0,1
C144621,390,1,1200.32,1
C144631,336,1,143.36,1
C144634,975,1,162.64,0
C144635,812,1,9602.72,2
C144641,789,1,5401.53,0
C144643,998,1,15.15,0
C144656,1033,1,300.08,0
C144658,487,1,365.94,3
C144661,574,1,5401.53,3
C144674,601,1,5.23,3
C144688,1061,1,40.66,0
C144699,1032,1,600.17,0
C144701,944,1,322.56,0
C144712,972,1,573.44,0
C144730,762,1,105.57,3
C144739,458,1,300.08,1
C144740,364,1,600.17,1
C144771,448,1,1200.32,1
C144781,482,1,4801.28,3
C144786,631,1,143.36,3
C144787,1029,1,5401.53,0
C144798,788,1,20.92,0
C144800,335,1,300.08,1
C144802,663,1,650.56,3
C144823,245,1,162.64,1
C144825,848,1,35.84,0
C144833,852,1,322.56,0
C144836,885,1,83.68,0
C144839,482,1,242.4,3
C144853,155,1,293.25,1
C144869,124,1,60.6,1
C144876,511,1,4801.28,3
C144879,875,1,35.84,0
C144887,965,1,650.56,0
C144903,486,1,143.36,3
C144905,304,1,896.0,1
C144914,1029,1,4200.0,0
C144922,752,1,1016.5,3
C144938,812,1,650.56,0
C144939,458,1,4801.28,1
C144942,32,1,40.66,1
C144944,692,1,1016.5,3
C144952,1056,1,2400.68,0
C144955,940,1,26250.0,2
C144960,518,1,15.15,3
C144965,971,1,2700.7200000000003,0
C144989,730,1,105.57,3
C144997,364,1,1200.32,1
C145001,1030,1,9602.72,2
C145002,362,1,2400.68,1
C145012,479,1,83.68,3
C145014,1033,1,378.75,0
C145015,791,1,47.07,0
C145019,691,1,2700.7200000000003,3
C145023,305,1,2700.7200000000003,1
C145034,452,1,5.23,1
C145048,638,1,46.92,3
C145059,907,1,143.36,0
C145064,662,1,143.36,3
C145068,999,1,650.56,0
C145071,511,1,130.75,3
C145079,480,1,2700.7200000000003,3
C145085,700,1,143.36,3
C145093,425,1,83.68,1
C145101,573,1,5.23,3
C145113,669,1,2700.7200000000003,3
C145115,904,1,7502.0,0
C145121,792,1,2700.7200000000003,0
C145147,215,1,650.56,1
C145157,853,1,573.44,0
C145158,548,1,600.17,3
C145159,394,1,11.73,1
C145161,611,1,15004.25,2
C145171,936,1,83.68,0
C145173,847,1,105.57,0
C145183,904,1,130.75,0
C145201,483,1,40.66,3
C145202,904,1,600.17,0
C145208,997,1,300.08,0
C145210,610,1,2700.7200000000003,3
C145221,1025,1,162.64,0
C145229,519,1,83.68,3
C145237,819,1,600.17,0
C145243,456,1,40.66,1
C145248,542,1,2700.7200000000003,3
C145250,548,1,365.94,3
C145256,424,1,4200.0,1
C145260,1031,1,300.08,0
C145270,642,1,300.08,3
C145278,1063,1,573.44,0
C145284,638,1,5.23,3
C145298,1063,1,1200.32,0
C145302,1064,1,896.0,0
C145303,756,1,322.56,3
C145304,424,1,4801.28,1
C145305,782,1,40.66,0
C145327,1057,1,300.08,0
C145347,904,1,2700.7200000000003,0
C145356,634,1,162.64,3
C145371,731,1,7502.0,3
C145375,849,1,365.94,0
C145382,721,1,130.75,3
C145387,539,1,9450.0,2
C145388,816,1,650.56,0
C145389,579,1,20.92,3
C145396,361,1,7502.0,1
C145399,1063,1,300.08,0
C145402,424,1,35.84,1
C145413,545,1,1200.32,3
C145423,878,1,35.84,0
C145426,511,1,1200.32,3
C145428,845,1,7502.0,0
C145459,214,1,83.68,1
C145471,426,1,162.64,1
C145480,940,1,130.75,0
C145484,1025,1,650.56,0
C145496,364,1,1200.32,1
C145507,639,1,40.66,3
C145508,422,1,2700.7200000000003,1
C145511,725,1,896.0,3
C145521,752,1,4801.28,3
C145533,636,1,47.07,3
C145537,246,1,1200.32,1
C145554,539,1,20.92,3
C145567,420,1,4801.28,1
C145571,761,1,40.66,3
C145572,457,1,46.92,1
C145575,511,1,162.64,3
C145579,422,1,4801.28,1
C145580,607,1,1200.32,3
C145581,579,1,300.08,3
C145585,785,1,378.75,0
C145612,123,1,1200.32,1
C145626,1007,1,2700.7200000000003,0
C145633,816,1,47.07,0
C145636,752,1,162.64,3
C145645,997,1,46.92,0
C145654,484,1,1016.5,3
C145665,489,1,600.17,3
C145693,844,1,187.68,0
C145697,759,1,600.17,3
C145710,756,1,5.23,3
C145711,907,1,83.68,0
C145713,548,1,40.66,3
C145714,816,1,1200.32,0
C145716,579,1,187.68,3
C145717,660,1,15.15,3
C145719,665,1,40.66,3
C145720,519,1,896.0,3
C145727,659,1,1016.5,3
C145728,574,1,300.08,3
C145730,966,1,47.07,0
C145731,124,1,16800.0,2
C145739,356,1,300.08,1
C145741,914,1,4801.28,0
C145750,606,1,40.66,3
C145754,305,1,1200.32,1
C145755,904,1,20.92,0
C145760,609,1,1016.5,3
C145770,510,1,650.56,3
C145777,453,1,1016.5,1
C145778,999,1,300.08,0
C145780,214,1,20.92,1
C145781,154,1,7502.0,1
C145782,793,1,83.68,0
C145793,1032,1,40.66,0
C145825,944,1,20.92,0
C145828,690,1,2700.7200000000003,3
C145837,729,1,1200.32,3
C145871,1007,1,300.08,0
C145907,695,1,40.66,3
C145908,909,1,300.08,0
C145926,606,1,5.23,3
C145927,879,1,300.08,0
C145935,637,1,35.84,3
C145947,63,1,15004.25,2
C145958,946,1,9602.72,2
C145961,1006,1,40.66,0
C145966,515,1,4801.28,3
C145985,1025,1,83.68,0
C145999,730,1,4200.0,3
C146002,509,1,1200.32,3
C146009,487,1,2400.68,3
C146011,154,1,5.23,1
C146014,788,1,130.75,0
C146025,938,1,35.84,0
C146036,92,1,40.66,1
C146042,1057,1,1200.32,0
C146046,822,1,162.64,0
C146049,387,1,2700.7200000000003,1
C146051,876,1,2700.7200000000003,0
C146081,580,1,11.73,3
C146082,482,1,47.07,3
C146099,1057,1,35.84,0
C146118,946,1,242.4,0
C146132,1028,1,1016.5,0
C146140,999,1,20.92,0
C146155,726,1,47.07,3
C146159,356,1,20.92,1
C146161,451,1,365.94,1
C146164,757,1,2700.7200000000003,3
C146167,761,1,2700.7200000000003,3
C146193,665,1,16800.0,2
C146197,387,1,187.68,1
C146198,642,1,130.75,3
C146220,603,1,16800.0,2
C146221,304,1,40.66,1
C146226,1030,1,46.92,0
C146232,418,1,162.64,1
C146242,752,1,9602.72,2
C146243,397,1,15.15,1
C146251,609,1,4801.28,3
C146270,1056,1,105.57,0
C146272,999,1,40.66,0
C146277,547,1,7502.0,3
C146278,517,1,300.08,3
C146288,31,1,47.07,1
C146289,572,1,15.15,3
C146302,576,1,40.66,3
C146309,814,1,2700.7200000000003,0
C146311,696,1,300.08,3
C146316,456,1,187.68,1
C146331,965,1,365.94,0
C146332,547,1,40.66,3
C146333,392,1,7502.0,1
C146351,449,1,7502.0,1
C146353,849,1,47.07,0
C146374,756,1,300.08,3
C146375,458,1,650.56,1
C146390,1055,1,300.08,0
C146397,787,1,4801.28,0
C146406,786,1,20.92,0
C146407,790,1,130.75,0
C146408,1057,1,83.68,0
C146415,728,1,4801.28,3
C146418,427,1,322.56,1
C146423,823,1,300.08,0
C146463,366,1,143.36,1
C146465,450,1,7502.0,1
C146472,334,1,4801.28,1
C146477,731,1,1200.32,3
C146493,488,1,130.75,3
C146500,910,1,4200.0,0
C146504,397,1,130.75,1
C146507,485,1,365.94,3
C146515,662,1,242.4,3
C146517,726,1,7502.0,3
C146536,701,1,322.56,3
C146539,723,1,20.92,3
C146556,511,1,650.56,3
C146557,752,1,130.75,3
C146567,881,1,1200.32,0
C146576,791,1,15004.25,2
C146577,155,1,47.07,1
C146580,884,1,5.23,0
C146582,941,1,130.75,0
C146596,546,1,15.15,3
C146598,481,1,15004.25,2
C146599,640,1,300.08,3
C146622,541,1,2400.68,3
C146625,695,1,650.56,3
C146627,419,1,60.6,1
C146645,632,1,300.08,3
C146646,386,1,15004.25,2
C146657,549,1,60.6,3
C146659,517,1,9602.72,2
C146663,789,1,4801.28,0
C146669,793,1,2700.7200000000003,0
C146684,943,1,2700.7200000000003,0
C146686,184,1,130.75,1
C146717,393,1,47.07,1
C146723,579,1,130.75,3
C146735,570,1,1200.32,3
C146749,427,1,7502.0,1
C146752,608,1,5.23,3
C146756,670,1,130.75,3
C146771,488,1,105.57,3
C146772,946,1,1200.32,0
C146779,912,1,9450.0,2
C146783,762,1,1200.32,3
C146789,546,1,2700.7200000000003,3
C146791,391,1,4801.28,1
C146808,457,1,1200.32,1
C146815,1064,1,143.36,0
C146816,334,1,2700.7200000000003,1
C146820,244,1,11.73,1
C146824,975,1,7502.0,0
C146829,635,1,1050.0,3
C146830,914,1,242.4,0
C146842,1002,1,40.66,0
C146848,449,1,322.56,1
C146858,691,1,5.23,3
C146873,424,1,573.44,1
C146892,1000,1,4801.28,0
C146901,877,1,4801.28,0
C146906,486,1,1200.32,3
C146913,183,1,130.75,1
C146921,812,1,4200.0,0
C146925,759,1,11.73,3
C146928,942,1,5401.53,0
C146937,791,1,300.08,0
C146943,877,1,26250.0,2
C146954,275,1,1016.5,1
C146956,664,1,600.17,3
C146957,92,1,83.68,1
C146959,1028,1,573.44,0
C146963,1024,1,9450.0,2
C146989,996,1,2700.7200000000003,0
C146993,425,1,7502.0,1
C147004,697,1,300.08,3
C147028,1000,1,242.4,0
C147046,426,1,300.08,1
C147047,570,1,60.6,3
C147048,570,1,1200.32,3
C147050,699,1,40.66,3
C147065,602,1,5.23,3
C147073,635,1,300.08,3
C147079,1035,1,46.92,0
C147084,967,1,5401.53,0
C147118,183,1,365.94,1
C147120,633,1,600.17,3
C147135,640,1,35.84,3
C147137,184,1,143.36,1
C147138,943,1,4801.28,0
C147142,479,1,2700.7200000000003,3
C147144,571,1,20.92,3
C147149,512,1,11.73,3
C147160,976,1,20.92,0
C147164,123,1,2700.7200000000003,1
C147170,572,1,365.94,3
C147172,852,1,5.23,0
C147178,664,1,2400.68,3
C147181,1031,1,4801.28,0
C147193,365,1,365.94,1
C147197,694,1,896.0,3
C147220,93,1,1016.5,1
C147223,481,1,896.0,3
C147226,971,1,573.44,0
C147237,539,1,300.08,3
C147239,358,1,7502.0,1
C147243,660,1,1200.32,3
C147245,31,1,4801.28,1
C147250,515,1,4801.28,3
C147259,730,1,26250.0,2
C147264,1001,1,47.07,0
C147266,1000,1,11.73,0
C147276,448,1,322.56,1
C147288,784,1,20.92,0
C147290,427,1,40.66,1
C147297,998,1,2700.7200000000003,0
C147309,520,1,162.64,3
C147312,277,1,40.66,1
C147324,726,1,650.56,3
C147334,907,1,322.56,0
C147340,1005,1,47.07,0
C147351,905,1,4801.28,0
C147360,817,1,20.92,0
C147375,786,1,7502.0,0
C147380,356,1,130.75,1
C147383,483,1,365.94,3
C147384,698,1,2700.7200000000003,3
C147388,393,1,4200.0,1
C147391,845,1,7502.0,0
C147407,638,1,242.4,3
C147417,420,1,896.0,1
C147420,906,1,83.68,0
C147437,1034,1,5401.53,0
C147446,731,1,4200.0,3
C147450,912,1,20.92,0
C147456,421,1,1200.32,1
C147482,700,1,40.66,3
C147486,1056,1,7502.0,0
C147489,935,1,143.36,0
C147494,972,1,47.07,0
C147511,578,1,20.92,3
C147514,976,1,143.36,0
C147516,1000,1,4801.28,0
C147524,1026,1,2700.7200000000003,0
C147530,453,1,1050.0,1
C147534,789,1,1200.32,0
C147537,973,1,4801.28,0
C147558,365,1,2700.7200000000003,1
C147566,935,1,5.23,0
C147575,822,1,5401.53,0
C147579,876,1,2700.7200000000003,0
C147580,846,1,600.17,0
C147589,395,1,15004.25,2
C147593,721,1,35.84,3
C147597,845,1,40.66,0
C147600,844,1,143.36,0
C147616,455,1,4801.28,1
C147618,850,1,1016.5,0
C147622,818,1,2700.7200000000003,0
C147624,634,1,300.08,3
C147628,970,1,1200.32,0
C147629,668,1,600.17,3
C147640,334,1,130.75,1
C147649,789,1,83.68,0
C147651,363,1,7502.0,1
C147656,543,1,242.4,3
C147657,661,1,9602.72,2
C147664,812,1,47.07,0
C147669,489,1,650.56,3
C147684,448,1,4801.28,1
C147694,848,1,11.73,0
C147707,915,1,300.08,0
C147709,632,1,365.94,3
C147710,515,1,1200.32,3
C147711,449,1,1200.32,1
C147715,390,1,4801.28,1
C147717,641,1,15004.25,2
C147720,659,1,2400.68,3
C147729,545,1,105.57,3
C147757,787,1,300.08,0
C147775,633,1,650.56,3
C147776,844,1,2700.7200000000003,0
C147782,635,1,2400.68,3
C147787,1007,1,2700.7200000000003,0
C147794,942,1,322.56,0
C147804,479,1,650.56,3
C147808,965,1,2400.68,0
C147830,845,1,16800.0,2
C147843,580,1,20.92,3
C147865,761,1,7502.0,3
C147871,421,1,162.64,1
C147879,214,1,2700.7200000000003,1
C147892,448,1,322.56,1
C147897,1061,1,365.94,0
C147906,124,1,9450.0,1
C147908,427,1,7502.0,1
C147914,937,1,9602.72,2
C147915,1004,1,35.84,0
C147916,697,1,143.36,3
C147924,975,1,15.15,0
C147929,820,1,143.36,0
C147935,360,1,83.68,1
C147943,974,1,5401.53,0
C147951,941,1,300.08,0
C147985,62,1,300.08,1
C147986,611,1,20.92,3
C147988,428,1,2700.7200000000003,1
C148003,606,1,83.68,3
C148008,904,1,162.64,0
C148037,943,1,300.08,0
C148041,541,1,1016.5,3
C148046,969,1,300.08,0
C148053,387,1,7502.0,1
C148063,458,1,300.08,1
C148083,665,1,322.56,3
C148084,611,1,4200.0,3
C148096,539,1,365.94,3
C148102,155,1,9602.72,1
C148112,660,1,300.08,3
C148113,548,1,60.6,3
C148124,541,1,4801.28,3
C148133,885,1,650.56,0
C148138,611,1,2700.7200000000003,3
C148140,394,1,20.92,1
C148154,666,1,573.44,3
C148160,975,1,60.6,0
C148166,63,1,4801.28,1
C148178,762,1,5401.53,3
C148188,572,1,162.64,3
C148190,783,1,7502.0,0
C148192,847,1,1200.32,0
C148199,792,1,365.94,0
C148202,1033,1,15004.25,2
C148203,694,1,2700.7200000000003,3
C148206,1,1,9602.72,1
C148208,389,1,2400.68,1
C148210,701,1,300.08,3
C148212,937,1,5.23,0
C148223,1027,1,2700.7200000000003,0
C148241,1063,1,7502.0,0
C148251,946,1,365.94,0
C148253,785,1,47.07,0
C148270,421,1,573.44,1
C148271,725,1,573.44,3
C148283,783,1,4200.0,0
C148307,940,1,650.56,0
C148313,693,1,1200.32,3
C148327,417,1,162.64,1
C148333,845,1,7502.0,0
C148334,1062,1,2700.7200000000003,0
C148344,511,1,2700.7200000000003,3
C148366,572,1,5.23,3
C148374,1024,1,130.75,0
C148403,943,1,20.92,0
C148404,967,1,322.56,0
C148413,93,1,5.23,1
C148422,480,1,7502.0,1
C148427,419,1,162.64,1
C148432,698,1,4801.28,3
C148433,641,1,7502.0,3
C148445,667,1,105.57,3
C148479,452,1,300.08,1
C148489,937,1,162.64,0
C148492,602,1,650.56,3
C148495,600,1,600.17,3
C148499,482,1,20.92,3
C148502,877,1,300.08,0
C148512,428,1,2700.7200000000003,1
C148522,1064,1,1200.32,0
C148527,666,1,1200.32,3
C148529,423,1,600.17,1
C148534,976,1,650.56,0
C148548,1032,1,322.56,0
C148554,609,1,573.44,3
C148567,731,1,4801.28,3
C148571,973,1,83.68,0
C148577,693,1,20.92,3
C148598,786,1,16800.0,2
C148602,659,1,60.6,3
C148611,970,1,16800.0,2
C148616,659,1,130.75,3
C148622,937,1,1200.32,0
C148625,790,1,300.08,0
C148653,661,1,143.36,3
C148655,545,1,162.64,3
C148657,542,1,365.94,3
C148663,692,1,5.23,3
C148669,731,1,4801.28,3
C148691,389,1,20.92,1
C148700,851,1,2400.68,0
C148705,874,1,4801.28,0
C148715,397,1,15004.25,2
C148734,751,1,9450.0,2
C148736,692,1,143.36,3
C148741,815,1,1200.32,0
C148753,782,1,4801.28,0
C148763,697,1,365.94,3
C148765,690,1,4801.28,3
C148766,999,1,15004.25,2
C148767,974,1,300.08,0
C148769,756,1,162.64,3
C148775,573,1,60.6,3
C148782,1034,1,5.23,0
C148797,760,1,1200.32,3
C148803,874,1,5.23,0
C148812,215,1,143.36,1
C148813,607,1,2400.68,3
C148815,1007,1,5.23,0
C148834,572,1,300.08,3
C148839,699,1,143.36,3
C148879,639,1,365.94,3
C148886,882,1,322.56,0
C148901,276,1,20.92,1
C148902,636,1,15004.25,2
C148914,974,1,365.94,0
C148919,454,1,2700.7200000000003,1
C148922,636,1,2700.7200000000003,3
C148937,968,1,11.73,0
C148939,731,1,16800.0,2
C148946,845,1,15004.25,2
C148955,359,1,9450.0,2
